year_completed,multigen_sold,bldg_contract_town,multistorey_carpark,street,total_dwelling_units,blk_no,exec_sold,max_floor_lvl,residential,1room_sold,precinct_pavilion,other_room_rental,5room_sold,3room_sold,commercial,4room_sold,miscellaneous,studio_apartment_sold,2room_rental,2room_sold,1room_rental,3room_rental,market_hawker,_id
1991,0,SGN,N,SERANGOON NTH AVE 4,110,542,110,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8549
1998,0,WL,N,WOODLANDS DR 16,134,542,0,12,Y,0,N,0,88,0,N,46,N,0,0,0,0,0,N,8550
1998,0,SGN,Y,SERANGOON NTH AVE 4,0,542A,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8551
1999,0,SGN,N,SERANGOON NTH AVE 3,0,542B,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8552
1979,0,AMK,N,ANG MO KIO AVE 10,110,543,0,12,Y,0,N,1,0,0,N,109,N,0,0,0,0,0,N,8553
1980,0,BD,N,BEDOK NTH ST 3,132,543,0,12,Y,0,N,0,0,0,Y,132,N,0,0,0,0,0,N,8554
1993,0,CCK,N,CHOA CHU KANG ST 52,80,543,0,12,Y,0,N,0,33,0,N,47,Y,0,0,0,0,0,N,8555
1991,0,HG,N,HOUGANG AVE 8,32,543,0,4,Y,0,N,0,0,0,N,32,N,0,0,0,0,0,N,8556
1997,0,BP,N,JELAPANG RD,94,543,94,19,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8557
1984,0,JW,N,JURONG WEST ST 42,132,543,0,13,Y,0,N,0,0,1,N,131,N,0,0,0,0,0,N,8558
1991,0,PRC,N,PASIR RIS ST 51,48,543,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8559
1996,0,SGN,N,SERANGOON NTH AVE 3,70,543,70,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8560
1998,0,WL,N,WOODLANDS DR 16,134,543,0,12,Y,0,N,0,88,0,N,46,N,0,0,0,0,0,N,8561
1979,0,AMK,N,ANG MO KIO AVE 10,110,544,0,12,Y,0,N,0,0,0,N,110,N,0,0,0,0,0,N,8562
1979,0,BD,N,BEDOK NTH ST 3,286,544,0,12,Y,0,N,0,0,0,N,0,Y,0,0,0,286,0,N,8563
1993,0,CCK,N,CHOA CHU KANG ST 52,80,544,0,12,Y,0,N,0,33,0,Y,47,N,0,0,0,0,0,N,8564
1991,0,HG,N,HOUGANG AVE 8,78,544,0,19,Y,0,N,0,0,0,N,78,N,0,0,0,0,0,N,8565
1997,0,BP,N,JELAPANG RD,94,544,94,19,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8566
1984,0,JW,N,JURONG WEST ST 42,15,544,1,4,Y,0,N,0,0,14,Y,0,N,0,0,0,0,0,N,8567
1991,0,PRC,N,PASIR RIS ST 51,48,544,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8568
1996,0,SGN,N,SERANGOON NTH AVE 3,63,544,63,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8569
1998,0,WL,N,WOODLANDS DR 16,110,544,0,12,Y,0,N,0,66,0,N,44,N,0,0,0,0,0,N,8570
1998,0,BP,N,JELAPANG RD,0,544A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8571
1980,0,AMK,N,ANG MO KIO AVE 10,96,545,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,8572
1979,0,BD,N,BEDOK NTH ST 3,218,545,0,12,Y,0,N,0,2,193,N,22,Y,0,0,0,0,1,N,8573
1997,0,BP,N,BT PANJANG RING RD,140,545,0,25,Y,0,N,0,83,0,N,57,Y,0,0,0,0,0,N,8574
1993,0,CCK,N,CHOA CHU KANG ST 52,72,545,0,13,Y,0,N,0,48,0,N,24,N,0,0,0,0,0,N,8575
1991,0,HG,N,HOUGANG AVE 8,8,545,8,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8576
1984,0,JW,N,JURONG WEST ST 42,114,545,0,11,Y,0,N,0,0,1,N,113,N,0,0,0,0,0,N,8577
1991,0,PRC,N,PASIR RIS ST 51,4,545,4,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8578
1996,0,SGN,N,SERANGOON NTH AVE 3,135,545,0,13,Y,0,N,0,48,0,N,87,N,0,0,0,0,0,N,8579
1998,0,WL,N,WOODLANDS DR 16,112,545,0,12,Y,0,N,0,66,0,N,46,N,0,0,0,0,0,N,8580
1980,0,AMK,N,ANG MO KIO AVE 10,110,546,0,12,Y,0,N,1,0,0,N,109,Y,0,0,0,0,0,N,8581
1979,0,BD,N,BEDOK NTH ST 3,143,546,0,13,Y,0,N,0,1,118,N,24,Y,0,0,0,0,0,N,8582
1993,0,CCK,N,CHOA CHU KANG ST 52,60,546,0,13,Y,0,N,0,48,0,N,12,N,0,0,0,0,0,N,8583
1991,0,HG,N,HOUGANG ST 51,70,546,0,19,Y,0,N,0,18,0,N,52,N,0,0,0,0,0,N,8584
1984,0,JW,N,JURONG WEST ST 42,95,546,0,13,Y,0,N,0,0,0,Y,95,N,0,0,0,0,0,N,8585
1991,0,PRC,N,PASIR RIS ST 51,48,546,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8586
1996,0,SGN,N,SERANGOON NTH AVE 3,108,546,0,13,Y,0,N,0,48,0,Y,60,Y,0,0,0,0,0,N,8587
2014,0,BP,N,SEGAR RD,0,546,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8588
1998,0,WL,N,WOODLANDS DR 16,102,546,0,12,Y,0,N,0,56,0,N,46,N,0,0,0,0,0,N,8589
1995,0,SGN,Y,SERANGOON NTH AVE 3,0,546A,0,5,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8590
2013,0,BP,N,SEGAR RD,96,546A,0,17,Y,0,N,0,32,0,Y,64,N,0,0,0,0,0,N,8591
1998,0,WL,Y,WOODLANDS DR 16,0,546A,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8592
2014,0,BP,N,SEGAR RD,96,546B,0,17,Y,0,N,0,32,0,N,64,N,0,0,0,0,0,N,8593
1999,0,WL,N,WOODLANDS DR 16,0,546B,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8594
2014,0,BP,N,SEGAR RD,96,546C,0,17,Y,0,N,0,80,0,N,16,N,0,0,0,0,0,N,8595
1980,0,AMK,N,ANG MO KIO AVE 10,110,547,0,12,Y,0,N,0,0,0,N,110,N,0,0,0,0,0,N,8596
1979,0,BD,N,BEDOK NTH ST 3,240,547,0,13,Y,0,N,0,0,0,N,240,N,0,0,0,0,0,N,8597
1993,0,CCK,N,CHOA CHU KANG ST 52,72,547,0,13,Y,0,N,0,48,0,N,24,N,0,0,0,0,0,N,8598
1991,0,HG,N,HOUGANG ST 51,80,547,0,17,Y,0,N,0,0,0,N,80,N,0,0,0,0,0,N,8599
1983,0,JW,N,JURONG WEST ST 42,80,547,0,11,Y,0,N,0,70,0,N,10,N,0,0,0,0,0,N,8600
1992,0,PRC,N,PASIR RIS ST 51,78,547,78,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8601
2013,0,BP,Y,SEGAR RD,0,547,0,5,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8602
1996,0,SGN,N,SERANGOON NTH AVE 3,120,547,0,16,Y,0,N,0,60,0,N,60,N,0,0,0,0,0,N,8603
1998,0,WL,N,WOODLANDS DR 16,122,547,0,12,Y,0,N,0,76,0,N,46,Y,0,0,0,0,0,N,8604
2020,0,BD,N,BEDOK NTH AVE 1,108,547A,0,16,Y,0,Y,0,0,54,N,0,N,0,0,54,0,0,N,8605
2014,0,BP,N,SEGAR RD,92,547A,0,17,Y,0,N,0,31,0,N,61,N,0,0,0,0,0,N,8606
2020,0,BD,N,BEDOK NTH AVE 1,107,547B,0,16,Y,0,N,0,0,40,N,0,N,0,0,67,0,0,N,8607
2014,0,BP,N,SEGAR RD,86,547B,0,17,Y,0,N,0,22,0,N,64,N,0,0,0,0,0,N,8608
2020,0,BD,N,BEDOK NTH AVE 1,0,547C,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8609
2014,0,BP,N,SEGAR RD,112,547C,0,17,Y,0,N,0,0,48,N,0,N,0,0,64,0,0,N,8610
2014,0,BP,N,SEGAR RD,112,547D,0,17,Y,0,N,0,0,64,N,0,N,0,1,47,0,0,N,8611
1980,0,AMK,N,ANG MO KIO AVE 10,8,548,0,4,Y,0,N,0,0,4,Y,4,N,0,0,0,0,0,N,8612
1979,0,BD,N,BEDOK NTH AVE 1,154,548,0,12,Y,0,N,0,0,131,N,22,N,0,0,0,0,1,N,8613
1993,0,CCK,N,CHOA CHU KANG ST 52,60,548,0,13,Y,0,N,0,48,0,N,12,N,0,0,0,0,0,N,8614
1991,0,HG,N,HOUGANG ST 51,108,548,0,11,Y,0,N,0,0,0,N,108,N,0,0,0,0,0,N,8615
1984,0,JW,N,JURONG WEST ST 42,84,548,84,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8616
1991,0,PRC,N,PASIR RIS ST 51,48,548,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8617
2014,0,BP,Y,SEGAR RD,0,548,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8618
1996,0,SGN,N,SERANGOON NTH AVE 3,135,548,0,16,Y,0,N,0,60,0,Y,75,N,0,0,0,0,0,N,8619
1999,0,WL,N,WOODLANDS DR 44,0,548,0,4,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,Y,8620
1993,0,HG,Y,HOUGANG ST 51,0,548A,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8621
2014,0,BP,N,SEGAR RD,102,548A,0,18,Y,0,N,0,0,34,N,68,N,0,0,0,0,0,N,8622
2014,0,BP,N,SEGAR RD,119,548B,0,18,Y,0,N,0,0,51,N,68,N,0,0,0,0,0,N,8623
1980,0,AMK,N,ANG MO KIO AVE 10,118,549,1,16,Y,0,N,0,1,85,N,30,N,0,0,0,0,1,N,8624
1979,0,BD,N,BEDOK NTH AVE 1,152,549,0,12,Y,0,N,0,2,128,Y,22,N,0,0,0,0,0,N,8625
1993,0,CCK,N,CHOA CHU KANG ST 52,84,549,0,13,Y,0,N,0,60,0,N,24,Y,0,0,0,0,0,N,8626
1990,0,HG,N,HOUGANG ST 51,72,549,0,9,Y,0,N,0,8,0,N,64,N,0,0,0,0,0,N,8627
1983,0,JW,N,JURONG WEST ST 42,80,549,80,11,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8628
1991,0,PRC,N,PASIR RIS ST 51,30,549,30,6,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8629
1995,0,SGN,N,SERANGOON NTH AVE 3,90,549,0,16,Y,0,N,0,60,0,N,30,N,0,0,0,0,0,N,8630
1998,0,WL,N,WOODLANDS DR 44,121,549,0,12,Y,0,N,0,66,0,N,55,Y,0,0,0,0,0,N,8631
2014,0,BP,N,SEGAR RD,113,549A,0,18,Y,0,N,0,81,0,N,32,N,0,0,0,0,0,N,8632
1998,0,WL,Y,WOODLANDS DR 44,0,549A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8633
2014,0,BP,N,SEGAR RD,113,549B,0,18,Y,0,N,0,81,0,N,32,N,0,0,0,0,0,N,8634
1962,0,QT,N,C'WEALTH DR,118,55,0,10,Y,0,N,0,0,87,N,2,N,0,0,29,0,0,N,8635
1983,0,BD,N,CHAI CHEE DR,322,55,2,12,Y,0,N,0,0,260,Y,60,Y,0,0,0,0,0,N,8636
1974,0,KWN,N,GEYLANG BAHRU,96,55,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,8637
2011,0,BM,N,HAVELOCK RD,175,55,0,36,Y,0,N,0,0,70,N,105,N,0,0,0,0,0,N,8638
1959,0,KWN,N,JLN BAHAGIA,8,55,0,2,Y,0,N,0,0,8,N,0,N,0,0,0,0,0,N,8639
1966,0,BM,N,LENGKOK BAHRU,420,55,0,16,Y,0,N,0,0,0,Y,0,N,0,360,0,0,60,N,8640
1967,0,TP,N,LOR 5 TOA PAYOH,176,55,0,12,Y,0,N,0,0,0,N,0,Y,0,70,106,0,0,N,8641
1974,0,MP,N,MARINE TER,150,55,0,16,Y,0,N,0,0,0,N,150,N,0,0,0,0,0,N,8642
1976,0,BD,N,NEW UPP CHANGI RD,96,55,0,25,Y,0,N,0,96,0,Y,0,N,0,0,0,0,0,N,8643
1996,0,GL,N,PIPIT RD,112,55,0,16,Y,0,N,0,15,0,Y,97,N,0,0,0,0,0,N,8644
1959,0,QT,N,STIRLING RD,6,55,0,2,Y,0,N,0,0,6,N,0,N,0,0,0,0,0,N,8645
2000,0,QT,N,STRATHMORE AVE,181,55,0,20,Y,0,N,0,76,0,N,105,Y,0,0,0,0,0,N,8646
2015,0,JE,N,TEBAN GDNS RD,185,55,0,38,Y,0,N,0,0,74,N,111,Y,0,0,0,0,0,N,8647
1977,0,BM,N,TELOK BLANGAH DR,152,55,0,12,Y,0,N,0,2,128,N,22,N,0,0,0,0,0,N,8648
1937,0,BM,N,TIONG BAHRU RD,34,55,0,3,Y,0,N,0,2,10,Y,22,N,0,0,0,0,0,N,8649
2002,0,QT,N,C'WEALTH DR,0,55A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8650
1980,0,AMK,N,ANG MO KIO AVE 10,145,550,2,16,Y,0,N,0,3,110,N,30,N,0,0,0,0,0,N,8651
1979,0,BD,N,BEDOK NTH AVE 1,238,550,2,12,Y,0,N,0,2,212,N,22,Y,0,0,0,0,0,N,8652
1993,0,CCK,N,CHOA CHU KANG ST 52,84,550,0,13,Y,0,N,0,60,0,N,24,N,0,0,0,0,0,N,8653
1990,0,HG,N,HOUGANG ST 51,76,550,0,13,Y,0,N,0,0,0,N,76,Y,0,0,0,0,0,N,8654
1984,0,JW,N,JURONG WEST ST 42,124,550,0,13,Y,0,N,0,0,1,N,123,N,0,0,0,0,0,N,8655
1991,0,PRC,N,PASIR RIS ST 51,48,550,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8656
1995,0,SGN,N,SERANGOON NTH AVE 3,93,550,0,16,Y,0,N,0,60,0,N,33,N,0,0,0,0,0,N,8657
2015,0,BP,N,SEGAR RD,0,550,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8658
1998,0,WL,N,WOODLANDS DR 44,124,550,0,12,Y,0,N,0,68,0,N,56,N,0,0,0,0,0,N,8659
1995,0,SGN,Y,SERANGOON NTH AVE 3,0,550A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8660
2014,0,BP,N,SEGAR RD,119,550A,0,18,Y,0,N,0,0,34,N,85,Y,0,0,0,0,0,N,8661
2014,0,BP,N,SEGAR RD,116,550B,0,18,Y,0,N,0,51,0,N,65,Y,0,0,0,0,0,N,8662
1980,0,AMK,N,ANG MO KIO AVE 10,96,551,0,25,Y,0,N,0,96,0,Y,0,N,0,0,0,0,0,N,8663
1979,0,BD,N,BEDOK NTH AVE 1,20,551,0,4,Y,0,N,0,0,20,Y,0,N,0,0,0,0,0,N,8664
1993,0,CCK,N,CHOA CHU KANG ST 52,72,551,0,13,Y,0,N,0,48,0,N,24,N,0,0,0,0,0,N,8665
1991,0,HG,N,HOUGANG ST 51,92,551,0,13,Y,0,N,0,0,0,N,92,N,0,0,0,0,0,N,8666
1984,0,JW,N,JURONG WEST ST 42,90,551,0,11,Y,0,N,0,76,0,Y,14,N,0,0,0,0,0,N,8667
1992,0,PRC,N,PASIR RIS ST 51,87,551,0,13,Y,0,N,0,62,0,N,25,N,0,0,0,0,0,N,8668
1995,0,SGN,N,SERANGOON NTH AVE 3,108,551,0,16,Y,0,N,0,60,0,N,48,N,0,0,0,0,0,N,8669
1998,0,WL,N,WOODLANDS DR 44,121,551,0,12,Y,0,N,0,66,0,N,55,Y,0,0,0,0,0,N,8670
1979,0,AMK,N,ANG MO KIO AVE 10,96,552,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,8671
1979,0,BD,N,BEDOK NTH AVE 1,88,552,0,12,Y,0,N,0,76,0,N,12,N,0,0,0,0,0,N,8672
1993,0,CCK,N,CHOA CHU KANG ST 52,60,552,0,13,Y,0,N,0,48,0,N,12,N,0,0,0,0,0,N,8673
1989,0,HG,N,HOUGANG ST 51,88,552,0,12,Y,0,N,0,40,0,Y,48,N,0,0,0,0,0,N,8674
1984,0,JW,N,JURONG WEST ST 42,96,552,0,9,Y,0,N,0,76,0,N,20,Y,0,0,0,0,0,N,8675
1992,0,PRC,N,PASIR RIS ST 51,72,552,0,13,Y,0,N,0,72,0,Y,0,N,0,0,0,0,0,N,8676
1995,0,SGN,N,SERANGOON NTH AVE 3,90,552,0,16,Y,0,N,0,60,0,N,30,N,0,0,0,0,0,N,8677
1998,0,WL,N,WOODLANDS DR 44,110,552,0,12,Y,0,N,0,66,0,N,44,Y,0,0,0,0,0,N,8678
1993,0,CCK,Y,CHOA CHU KANG ST 52,0,552A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8679
1998,0,WL,N,WOODLANDS DR 44,0,552A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8680
1979,0,AMK,N,ANG MO KIO AVE 10,96,553,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,8681
1979,0,BD,N,BEDOK NTH AVE 1,88,553,0,12,Y,0,N,0,76,0,N,12,N,0,0,0,0,0,N,8682
1994,0,CCK,N,CHOA CHU KANG NTH 6,44,553,44,12,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8683
1989,0,HG,N,HOUGANG ST 51,88,553,0,12,Y,0,N,0,40,0,Y,48,N,0,0,0,0,0,N,8684
1983,0,JW,N,JURONG WEST ST 42,88,553,0,12,Y,0,N,0,76,0,N,12,Y,0,0,0,0,0,N,8685
1991,0,PRC,N,PASIR RIS ST 51,72,553,0,13,Y,0,N,0,72,0,N,0,Y,0,0,0,0,0,N,8686
1995,0,SGN,N,SERANGOON NTH AVE 3,56,553,0,9,Y,0,N,0,16,0,N,40,Y,0,0,0,0,0,N,8687
1998,0,WL,N,WOODLANDS DR 44,110,553,0,12,Y,0,N,0,66,0,N,44,N,0,0,0,0,0,N,8688
1980,0,AMK,N,ANG MO KIO AVE 10,20,554,0,4,Y,0,N,0,0,16,Y,4,N,0,0,0,0,0,N,8689
1979,0,BD,N,BEDOK NTH ST 3,258,554,1,11,Y,0,N,0,1,236,N,20,Y,0,0,0,0,0,N,8690
1994,0,CCK,N,CHOA CHU KANG NTH 6,55,554,55,12,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8691
1991,0,HG,N,HOUGANG ST 51,87,554,0,18,Y,0,N,0,17,0,N,70,N,0,0,0,0,0,N,8692
1984,0,JW,N,JURONG WEST ST 42,110,554,0,12,Y,0,N,0,0,0,N,110,Y,0,0,0,0,0,N,8693
1991,0,PRC,N,PASIR RIS ST 51,84,554,0,13,Y,0,N,0,72,0,N,12,N,0,0,0,0,0,N,8694
1995,0,SGN,N,SERANGOON NTH AVE 3,56,554,0,9,Y,0,N,0,16,0,Y,40,N,0,0,0,0,0,N,8695
1998,0,WL,N,WOODLANDS DR 53,138,554,0,12,Y,0,N,0,0,0,N,138,N,0,0,0,0,0,N,8696
1998,0,WL,Y,WOODLANDS DR 53,0,554A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8697
1979,0,AMK,N,ANG MO KIO AVE 10,3,555,0,2,Y,0,N,0,0,3,Y,0,N,0,0,0,0,0,N,8698
1994,0,CCK,N,CHOA CHU KANG NTH 6,68,555,68,12,Y,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8699
1991,0,HG,N,HOUGANG ST 51,90,555,0,10,Y,0,N,0,9,0,N,81,Y,0,0,0,0,0,N,8700
1983,0,JW,N,JURONG WEST ST 42,80,555,0,9,Y,0,N,0,64,0,N,16,Y,0,0,0,0,0,N,8701
1991,0,PRC,N,PASIR RIS ST 51,72,555,0,13,Y,0,N,0,72,0,N,0,N,0,0,0,0,0,N,8702
1998,0,WL,N,WOODLANDS DR 53,91,555,0,12,Y,0,N,0,68,0,N,23,N,0,0,0,0,0,N,8703
2016,0,HG,N,HOUGANG ST 51,0,555A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8704
1993,0,PRC,Y,PASIR RIS ST 51,0,555A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8705
1992,0,PRC,N,PASIR RIS ST 51,0,555B,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8706
1979,0,AMK,N,ANG MO KIO AVE 10,189,556,3,13,Y,0,N,0,0,160,N,24,Y,0,0,0,0,2,N,8707
2015,0,BD,N,BEDOK NTH ST 3,266,556,0,15,Y,0,N,0,0,0,N,0,N,0,140,0,126,0,N,8708
1994,0,CCK,N,CHOA CHU KANG NTH 6,44,556,44,12,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8709
1990,0,HG,N,HOUGANG ST 51,100,556,0,11,Y,0,N,0,0,0,N,100,N,0,0,0,0,0,N,8710
1984,0,JW,N,JURONG WEST ST 42,80,556,80,11,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8711
1992,0,PRC,N,PASIR RIS ST 51,72,556,0,13,Y,0,N,0,60,0,N,12,N,0,0,0,0,0,N,8712
1998,0,WL,N,WOODLANDS DR 53,124,556,0,12,Y,0,N,0,68,0,N,56,Y,0,0,0,0,0,N,8713
2016,0,BD,N,BEDOK NTH ST 3,0,556A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8714
1979,0,AMK,N,ANG MO KIO AVE 10,187,557,3,13,Y,0,N,0,2,158,N,24,Y,0,0,0,0,0,N,8715
2015,0,BD,N,BEDOK NTH ST 3,280,557,0,15,Y,0,N,0,0,0,N,0,N,0,126,0,154,0,N,8716
1994,0,CCK,N,CHOA CHU KANG NTH 6,55,557,55,12,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8717
1991,0,HG,N,HOUGANG ST 51,96,557,0,11,Y,0,N,0,0,0,N,96,N,0,0,0,0,0,N,8718
1983,0,JW,N,JURONG WEST ST 42,109,557,0,12,Y,0,N,0,0,0,Y,109,N,0,0,0,0,0,N,8719
1992,0,PRC,N,PASIR RIS ST 51,72,557,0,13,Y,0,N,0,72,0,N,0,Y,0,0,0,0,0,N,8720
1998,0,WL,N,WOODLANDS DR 53,110,557,0,12,Y,0,N,0,66,0,N,44,Y,0,0,0,0,0,N,8721
1979,0,AMK,N,ANG MO KIO AVE 10,190,558,1,13,Y,0,N,1,1,163,N,23,N,0,0,0,0,1,N,8722
1994,0,CCK,N,CHOA CHU KANG NTH 6,44,558,44,12,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8723
1990,0,HG,N,HOUGANG ST 51,50,558,50,11,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8724
1984,0,JW,N,JURONG WEST ST 42,84,558,84,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8725
1992,0,PRC,N,PASIR RIS ST 51,84,558,0,13,Y,0,N,0,24,0,Y,60,Y,0,0,0,0,0,N,8726
1979,0,AMK,N,ANG MO KIO AVE 10,188,559,3,13,Y,0,N,0,1,159,N,24,N,0,0,0,0,1,N,8727
1994,0,CCK,N,CHOA CHU KANG NTH 6,44,559,44,12,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8728
1991,0,HG,N,HOUGANG ST 51,56,559,56,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8729
1984,0,JW,N,JURONG WEST ST 42,90,559,0,11,Y,0,N,0,80,0,N,10,N,0,0,0,0,0,N,8730
1992,0,PRC,N,PASIR RIS ST 51,79,559,0,8,Y,0,N,0,14,0,N,65,N,0,0,0,0,0,N,8731
1994,0,CCK,Y,CHOA CHU KANG NTH 6,0,559A,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8732
1993,0,HG,Y,HOUGANG ST 51,0,559A,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8733
1962,0,QT,N,C'WEALTH DR,118,56,0,10,Y,0,N,0,0,86,N,2,N,0,1,29,0,0,N,8734
1996,0,GL,N,CASSIA CRES,168,56,0,19,Y,0,N,0,54,0,N,114,N,0,0,0,0,0,N,8735
1982,0,BD,N,CHAI CHEE DR,110,56,0,12,Y,0,N,0,0,0,N,110,N,0,0,0,0,0,N,8736
1937,0,BM,N,ENG HOON ST,39,56,0,3,Y,0,N,0,0,17,Y,22,N,0,0,0,0,0,N,8737
1974,0,KWN,N,GEYLANG BAHRU,96,56,0,25,Y,0,N,0,96,0,N,0,Y,0,0,0,0,0,N,8738
2011,0,BM,N,HAVELOCK RD,156,56,0,40,Y,0,N,0,78,0,Y,78,N,0,0,0,0,0,N,8739
1959,0,KWN,N,JLN MA'MOR,8,56,0,2,Y,0,N,0,0,8,N,0,N,0,0,0,0,0,N,8740
1966,0,BM,N,LENGKOK BAHRU,176,56,0,12,Y,0,N,0,0,0,Y,0,N,0,176,0,0,0,N,8741
1966,0,TP,N,LOR 4 TOA PAYOH,140,56,0,10,Y,0,N,0,0,19,N,0,N,0,63,57,0,1,N,8742
1975,0,MP,N,MARINE TER,0,56,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8743
1977,0,BD,N,NEW UPP CHANGI RD,6,56,0,2,Y,0,N,0,0,6,Y,0,N,0,0,0,0,0,N,8744
1996,0,GL,N,PIPIT RD,68,56,0,18,Y,0,N,0,68,0,N,0,N,0,0,0,0,0,N,8745
1959,0,QT,N,STIRLING RD,8,56,0,2,Y,0,N,0,0,8,N,0,N,0,0,0,0,0,N,8746
2000,0,QT,N,STRATHMORE AVE,154,56,0,20,Y,0,N,0,76,0,N,78,N,0,0,0,0,0,N,8747
2015,0,JE,N,TEBAN GDNS RD,148,56,0,38,Y,0,N,0,0,0,N,148,N,0,0,0,0,0,N,8748
1977,0,BM,N,TELOK BLANGAH HTS,140,56,0,11,Y,0,N,0,0,0,N,140,N,0,0,0,0,0,N,8749
1996,0,GL,Y,CASSIA CRES,0,56A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8750
2000,0,QT,Y,STRATHMORE AVE,0,56A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8751
1979,0,AMK,N,ANG MO KIO AVE 10,190,560,2,13,Y,0,N,0,0,163,Y,24,N,0,0,0,0,1,N,8752
1994,0,CCK,N,CHOA CHU KANG NTH 6,44,560,44,12,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8753
1990,0,HG,N,HOUGANG ST 51,56,560,56,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8754
2017,0,JW,Y,JURONG WEST ST 42,0,560,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8755
1992,0,PRC,N,PASIR RIS ST 51,74,560,0,8,Y,0,N,0,14,0,N,60,Y,0,0,0,0,0,N,8756
2017,0,JW,N,JURONG WEST ST 42,150,560A,0,16,Y,0,N,0,0,30,N,30,N,0,0,90,0,0,N,8757
1979,0,AMK,N,ANG MO KIO AVE 10,190,561,0,13,Y,0,N,2,2,164,N,22,Y,0,0,0,0,0,N,8758
1994,0,CCK,N,CHOA CHU KANG NTH 6,63,561,63,12,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8759
1990,0,HG,N,HOUGANG ST 51,10,561,10,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8760
