street,x,project,y,marketSegment,transaction.area,transaction.floorRange,transaction.noOfUnits,transaction.contractDate,transaction.typeOfSale,transaction.price,transaction.propertyType,transaction.district,transaction.typeOfArea,transaction.tenure,transaction.nettPrice
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,26-30,1,0920,1,2237000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,21-25,1,0920,1,1332000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,06-10,1,0920,1,988000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,26-30,1,0920,1,1522000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,31-35,1,0920,1,1540000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,21-25,1,0920,1,1340000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,21-25,1,0920,1,1086000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,26-30,1,0920,1,1095000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,36-40,1,1020,1,1267000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,36-40,1,1020,1,1572000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,36-40,1,1020,1,1538000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,01-05,1,1120,1,2002000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,06-10,1,1120,1,2020000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,41-45,1,1120,1,1640000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,36-40,1,0920,1,1559000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,26-30,1,0920,1,1360000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,36-40,1,1220,1,1508000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,67,36-40,1,1120,1,1681000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,31-35,1,1220,1,1392000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,26-30,1,1220,1,1185000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,26-30,1,1220,1,1108000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,31-35,1,0221,1,1129000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,31-35,1,0221,1,1121000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,46-50,1,0221,1,1644000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,31-35,1,0121,1,1474000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,26-30,1,0121,1,1356000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,139,26-30,1,0121,1,2965000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,67,46-50,1,0121,1,1772000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,46-50,1,0121,1,1587000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,21-25,1,0121,1,1092000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,26-30,1,1220,1,1457000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,31-35,1,1220,1,1384000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,26-30,1,1220,1,1344000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,26-30,1,1220,1,1114000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,16-20,1,1220,1,1845000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,31-35,1,1220,1,1471000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,11-15,1,1220,1,1837000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,26-30,1,1220,1,1104000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,26-30,1,1220,1,1521000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,31-35,1,1220,1,1923000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,31-35,1,0221,1,2264000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,51-55,1,0221,1,1348000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,139,31-35,1,0221,1,3007000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,26-30,1,0221,1,2250000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,26-30,1,1220,1,1427000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,06-10,1,1220,1,1720000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,26-30,1,1220,1,1419000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,41-45,1,1220,1,2404000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,11-15,1,1220,1,2127000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,16-20,1,0221,1,1871000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,36-40,1,0221,1,1523000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,36-40,1,0221,1,1527000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,46-50,1,0221,1,1656000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,21-25,1,0919,1,1389000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,36-40,1,0121,1,2358000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,139,31-35,1,1220,1,2998000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,21-25,1,1220,1,1344000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,41-45,1,1220,1,1633000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,31-35,1,0121,1,2285000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,36-40,1,0121,1,1550000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,67,11-15,1,0121,1,1434000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,155,56-60,1,0121,1,3468000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,41-45,1,0121,1,1551000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,31-35,1,0121,1,2268000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,26-30,1,0121,1,1197000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,67,36-40,1,0121,1,1681000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,21-25,1,0121,1,1344000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,31-35,1,0121,1,1126000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,26-30,1,0121,1,1893000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,31-35,1,0121,1,2257000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,16-20,1,0121,1,2159000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,26-30,1,0121,1,1382000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,36-40,1,0721,1,2418000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,51-55,1,0921,1,1649000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,67,46-50,1,0521,1,1709000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,31-35,1,0521,1,1489000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,46-50,1,0521,1,2058000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,31-35,1,0321,1,2257000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,46-50,1,0321,1,1322000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,26-30,1,0321,1,1374000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,31-35,1,0321,1,1382000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,26-30,1,0321,1,1378000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,26-30,1,0321,1,1374000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,11-15,1,0321,1,1840000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,31-35,1,0321,1,2264000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,31-35,1,0321,1,1394000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,31-35,1,0621,1,1499000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,36-40,1,0621,1,1610000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,36-40,1,0621,1,2394000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,46-50,1,0521,1,1622000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,26-30,1,0321,1,2242000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,21-25,1,0721,1,2194200,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,36-40,1,0721,1,1568000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,36-40,1,0721,1,1195000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,41-45,1,0721,1,1549000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,36-40,1,0721,1,2394000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,41-45,1,0721,1,1215000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,67,41-45,1,0721,1,1725000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,139,01-05,1,0721,1,2770000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,36-40,1,0721,1,1190000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,67,41-45,1,0721,1,1709000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,36-40,1,0721,1,1565000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,36-40,1,0721,1,2408000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,41-45,1,0721,1,2434000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,31-35,1,0521,1,1226000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,36-40,1,0521,1,1610000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,139,11-15,1,0521,1,2727000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,51-55,1,0821,1,2595000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,36-40,1,0821,1,1482000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,46-50,1,0821,1,1638000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,31-35,1,0821,1,1460000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,36-40,1,0821,1,1482000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,26-30,1,0421,1,1485000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,31-35,1,0421,1,1498000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,46-50,1,0421,1,2409000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,41-45,1,0421,1,1190000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,31-35,1,0421,1,1156000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,21-25,1,0721,1,1937000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,51-55,1,0721,1,1609000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,31-35,1,0721,1,1153000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,67,36-40,1,0721,1,1699000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,36-40,1,0721,1,1610000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,31-35,1,0721,1,1973000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,67,46-50,1,0721,1,1765000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,139,11-15,1,1021,1,2839000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,41-45,1,1021,1,2092000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,36-40,1,1021,1,2085000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,41-45,1,0721,1,1292000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,36-40,1,0721,1,2055000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,103,41-45,1,1121,1,2509000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,51-55,1,1121,1,2184000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,51-55,1,1121,1,1556000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,51-55,1,1121,1,1748000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,139,16-20,1,0821,1,2878000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,41-45,1,0821,1,1576000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,139,16-20,1,0821,1,2950000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,46-50,1,0821,1,2156000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,36-40,1,0821,1,2085000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,64,51-55,1,0821,1,1632000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,51-55,1,0821,1,1717000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,36-40,1,0921,1,2078000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,139,06-10,1,1021,1,2786000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,41-45,1,0921,1,2099000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,41-45,1,0921,1,1495000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,41-45,1,0921,1,1506000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,41-45,1,1021,1,1686000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,41-45,1,1221,1,1669000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,61,46-50,1,0421,1,1573000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,67,46-50,1,0321,1,1705000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,67,46-50,1,0321,1,1705000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,46-50,1,0321,1,1622000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,68,46-50,1,0321,1,1622000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,46-50,1,0421,1,1190000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,31-35,1,0321,1,1943000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,88,26-30,1,0321,1,1927000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,46-50,1,0421,1,1190000,Apartment,03,Strata,99 yrs lease commencing from 2018,
SILAT AVENUE,27597.65868,AVENUE SOUTH RESIDENCE,28801.89427,RCR,49,41-45,1,0421,1,1180000,Apartment,03,Strata,99 yrs lease commencing from 2018,
